LoanID,CustomerID,LoanTypeID,LoanAmount_INR,InterestRate_Pct,Term_Months,StartDate,LoanStatus
LN-000361,CUST-12602,LT-106,1290000,16.9,36,2023-01-08,Fully Paid
LN-000362,CUST-03747,LT-102,340000,13.39,12,2022-06-19,Fully Paid
LN-000363,CUST-11557,LT-101,3430000,9.09,360,2022-12-23,Active
LN-000364,CUST-03587,LT-102,620000,14.33,24,2025-08-01,Active
LN-000365,CUST-07336,LT-101,2380000,9.3,240,2022-07-08,Active
LN-000366,CUST-12189,LT-103,1940000,11.26,120,2023-01-31,Active
LN-000367,CUST-05158,LT-101,6420000,8.59,120,2025-08-03,Active
LN-000368,CUST-02515,LT-102,660000,13.56,36,2021-09-12,Fully Paid
LN-000369,CUST-02988,LT-105,2330000,15.39,120,2025-01-19,Active
LN-000370,CUST-09329,LT-106,1190000,16.95,24,2025-08-11,Defaulted
LN-000371,CUST-13812,LT-102,330000,14.41,36,2021-08-07,Fully Paid
LN-000372,CUST-06475,LT-101,3880000,8.9,360,2023-04-08,Defaulted
LN-000373,CUST-12072,LT-102,770000,14.09,36,2022-05-11,Fully Paid
LN-000374,CUST-04458,LT-105,2370000,15.78,84,2022-12-14,Active
LN-000375,CUST-08452,LT-101,4850000,9.03,240,2023-08-23,Defaulted
LN-000376,CUST-04200,LT-101,3610000,7.95,240,2024-09-27,Active
LN-000377,CUST-10444,LT-104,920000,10.32,84,2022-09-25,Active
LN-000378,CUST-02289,LT-102,1030000,15.68,24,2021-10-24,Fully Paid
LN-000379,CUST-01447,LT-105,1780000,15.96,36,2022-01-20,Fully Paid
LN-000380,CUST-00143,LT-103,1150000,11.92,120,2022-06-01,Active
LN-000381,CUST-09240,LT-101,4110000,8.2,120,2022-03-13,Active
LN-000382,CUST-02618,LT-104,1010000,10.58,48,2023-05-15,Active
LN-000383,CUST-03015,LT-101,2480000,9.13,240,2025-11-06,Active
LN-000384,CUST-14538,LT-101,3880000,12.59,360,2025-03-23,Active
LN-000385,CUST-02096,LT-103,1570000,12.14,48,2023-06-16,Active
LN-000386,CUST-05343,LT-102,930000,14.9,60,2023-11-10,Active
LN-000387,CUST-01517,LT-102,260000,13.36,48,2025-02-17,Active
LN-000388,CUST-11999,LT-103,530000,12.08,120,2022-07-04,Active
LN-000389,CUST-04352,LT-103,750000,10.61,48,2023-05-22,Active
LN-000390,CUST-05547,LT-102,620000,14.32,60,2024-05-05,Active
LN-000391,CUST-05786,LT-104,380000,12.98,120,2024-02-11,Active
LN-000392,CUST-07864,LT-102,490000,13.16,48,2021-09-10,Fully Paid
LN-000393,CUST-09632,LT-102,650000,15.54,24,2024-11-13,Defaulted
LN-000394,CUST-10386,LT-102,1020000,17.37,48,2024-01-20,Active
LN-000395,CUST-06034,LT-102,390000,13.14,60,2022-08-29,Active
LN-000396,CUST-13750,LT-102,680000,18.17,12,2022-08-17,Fully Paid
LN-000397,CUST-11803,LT-102,170000,15.31,36,2024-08-08,Active
LN-000398,CUST-03244,LT-105,4300000,17.42,48,2025-06-22,Active
LN-000399,CUST-07425,LT-103,1260000,10.53,120,2022-11-15,Active
LN-000400,CUST-10505,LT-101,6720000,8.0,360,2022-10-18,Active
LN-000401,CUST-02138,LT-103,1170000,14.23,48,2024-04-12,Defaulted
LN-000402,CUST-03766,LT-102,290000,13.67,36,2025-11-21,Active
LN-000403,CUST-07941,LT-102,350000,13.84,12,2023-05-09,Fully Paid
LN-000404,CUST-06497,LT-103,840000,9.9,36,2021-11-02,Fully Paid
LN-000405,CUST-06771,LT-101,2410000,10.46,120,2025-08-17,Defaulted
LN-000406,CUST-00739,LT-104,860000,10.67,120,2021-07-10,Active
LN-000407,CUST-04474,LT-103,1460000,9.31,48,2022-03-28,Fully Paid
LN-000408,CUST-01149,LT-101,3110000,8.75,240,2024-02-17,Active
LN-000409,CUST-04666,LT-104,720000,10.44,60,2025-11-19,Active
LN-000410,CUST-02359,LT-101,1900000,8.92,360,2021-12-26,Active
LN-000411,CUST-07040,LT-103,940000,9.48,60,2025-10-09,Active
LN-000412,CUST-05029,LT-102,970000,14.08,60,2022-06-16,Active
LN-000413,CUST-03507,LT-104,900000,10.72,84,2025-05-14,Active
LN-000414,CUST-00941,LT-101,2850000,9.04,240,2025-10-18,Active
LN-000415,CUST-03030,LT-101,3140000,8.81,120,2023-01-28,Active
LN-000416,CUST-10139,LT-102,1180000,13.37,36,2024-09-03,Active
LN-000417,CUST-13866,LT-103,700000,10.99,36,2024-01-07,Active
LN-000418,CUST-07732,LT-103,1390000,9.59,48,2025-08-02,Active
LN-000419,CUST-00758,LT-106,520000,16.92,36,2024-04-14,Active
LN-000420,CUST-08932,LT-103,730000,10.39,48,2022-07-01,Fully Paid
LN-000421,CUST-01270,LT-102,640000,17.45,12,2022-11-21,Fully Paid
LN-000422,CUST-03616,LT-102,1060000,16.13,36,2025-10-05,Active
LN-000423,CUST-12945,LT-101,5420000,8.68,180,2024-04-07,Active
LN-000424,CUST-07974,LT-101,3550000,8.4,120,2025-07-20,Active
LN-000425,CUST-02544,LT-102,460000,15.84,36,2025-08-19,Active
LN-000426,CUST-02932,LT-106,1300000,16.59,36,2023-11-24,Active
LN-000427,CUST-09673,LT-101,3180000,8.3,180,2023-02-18,Active
LN-000428,CUST-09168,LT-104,1240000,12.27,120,2021-12-31,Active
LN-000429,CUST-02339,LT-102,800000,13.86,24,2022-12-03,Fully Paid
LN-000430,CUST-01997,LT-101,4560000,8.21,240,2021-12-30,Active
LN-000431,CUST-00265,LT-101,880000,9.99,180,2024-01-15,Active
LN-000432,CUST-10157,LT-103,1500000,9.43,60,2022-06-06,Active
LN-000433,CUST-12766,LT-101,5400000,8.76,180,2025-01-13,Active
LN-000434,CUST-03282,LT-105,2400000,15.58,120,2024-04-17,Active
LN-000435,CUST-05927,LT-102,250000,14.13,60,2023-11-26,Active
LN-000436,CUST-10460,LT-101,1780000,7.89,360,2022-05-28,Active
LN-000437,CUST-12407,LT-104,1090000,10.72,60,2023-04-01,Defaulted
LN-000438,CUST-02435,LT-101,3790000,8.42,180,2021-07-20,Active
LN-000439,CUST-05102,LT-106,1290000,16.49,18,2022-08-20,Fully Paid
LN-000440,CUST-14623,LT-101,3500000,13.28,360,2025-05-22,Defaulted
LN-000441,CUST-10997,LT-104,600000,10.38,48,2021-11-07,Fully Paid
LN-000442,CUST-03117,LT-102,1200000,13.56,12,2022-07-06,Fully Paid
LN-000443,CUST-09931,LT-103,1140000,9.2,60,2023-06-05,Active
LN-000444,CUST-02504,LT-101,1340000,10.62,180,2024-04-02,Active
LN-000445,CUST-02723,LT-101,2680000,7.98,180,2025-11-27,Active
LN-000446,CUST-09951,LT-101,1840000,8.78,180,2023-08-25,Active
LN-000447,CUST-10453,LT-101,7760000,10.62,180,2025-06-26,Active
LN-000448,CUST-06051,LT-101,2210000,8.46,120,2023-02-12,Active
LN-000449,CUST-00540,LT-104,1270000,11.1,36,2025-04-07,Active
LN-000450,CUST-01425,LT-103,1820000,10.47,120,2021-11-22,Active
LN-000451,CUST-11736,LT-102,490000,14.2,24,2024-10-22,Active
LN-000452,CUST-11039,LT-102,770000,18.23,36,2023-04-25,Defaulted
LN-000453,CUST-10929,LT-103,610000,10.26,48,2022-01-14,Fully Paid
LN-000454,CUST-05008,LT-104,1300000,10.2,84,2023-07-31,Active
LN-000455,CUST-09303,LT-102,850000,13.11,12,2022-12-11,Fully Paid
LN-000456,CUST-06458,LT-103,910000,9.68,84,2025-02-28,Active
LN-000457,CUST-14710,LT-103,1890000,9.94,48,2024-03-17,Active
LN-000458,CUST-02181,LT-106,500000,16.83,36,2023-07-08,Active
LN-000459,CUST-09126,LT-103,940000,9.64,36,2024-05-18,Active
LN-000460,CUST-04265,LT-103,1320000,9.1,120,2025-04-08,Active
LN-000461,CUST-00420,LT-104,880000,10.56,84,2023-12-02,Active
LN-000462,CUST-07551,LT-101,4230000,8.52,120,2022-05-14,Active
LN-000463,CUST-13194,LT-102,770000,16.27,12,2025-01-11,Fully Paid
LN-000464,CUST-07087,LT-102,770000,14.91,48,2023-12-14,Active
LN-000465,CUST-11090,LT-101,3870000,12.69,360,2022-11-12,Defaulted
LN-000466,CUST-10591,LT-102,680000,13.27,12,2023-06-15,Fully Paid
LN-000467,CUST-10939,LT-103,1040000,10.25,36,2025-11-23,Defaulted
LN-000468,CUST-09694,LT-101,4210000,9.12,360,2023-01-26,Active
LN-000469,CUST-13271,LT-102,1160000,14.18,60,2022-12-09,Active
LN-000470,CUST-05381,LT-101,1400000,8.3,360,2023-04-20,Active
LN-000471,CUST-03247,LT-101,4650000,9.31,360,2021-09-26,Active
LN-000472,CUST-09888,LT-102,540000,17.78,12,2025-02-11,Fully Paid
LN-000473,CUST-00892,LT-103,1120000,9.34,120,2025-03-18,Active
LN-000474,CUST-08942,LT-102,770000,13.88,24,2022-04-25,Fully Paid
LN-000475,CUST-07666,LT-103,340000,9.24,120,2022-08-05,Active
LN-000476,CUST-08823,LT-102,1250000,13.68,60,2022-08-17,Active
LN-000477,CUST-03481,LT-103,490000,10.28,60,2025-05-03,Active
LN-000478,CUST-10801,LT-102,390000,13.98,36,2024-10-25,Active
LN-000479,CUST-10753,LT-102,480000,13.71,48,2024-04-14,Active
LN-000480,CUST-04818,LT-101,790000,9.46,180,2025-04-29,Active
LN-000481,CUST-12313,LT-104,1240000,11.09,48,2023-10-11,Active
LN-000482,CUST-08173,LT-106,430000,18.65,36,2022-01-24,Fully Paid
LN-000483,CUST-06601,LT-102,490000,15.35,48,2024-12-26,Active
LN-000484,CUST-07503,LT-102,360000,13.33,36,2022-12-04,Fully Paid
LN-000485,CUST-11257,LT-104,510000,12.53,36,2024-11-12,Active
LN-000486,CUST-10219,LT-101,2990000,10.5,180,2022-09-26,Active
LN-000487,CUST-00394,LT-101,2440000,8.73,120,2025-05-12,Active
LN-000488,CUST-00825,LT-101,4580000,8.6,240,2022-02-04,Active
LN-000489,CUST-07182,LT-101,1870000,8.77,180,2023-02-03,Active
LN-000490,CUST-08287,LT-101,5000000,8.53,120,2022-01-30,Active
LN-000491,CUST-02554,LT-105,1910000,15.72,36,2021-08-07,Fully Paid
LN-000492,CUST-05091,LT-101,4150000,12.28,360,2022-03-20,Active
LN-000493,CUST-04972,LT-103,1070000,9.14,60,2021-07-17,Active
LN-000494,CUST-06542,LT-102,450000,15.9,36,2024-02-19,Active
LN-000495,CUST-07061,LT-101,6800000,8.8,360,2022-07-17,Active
LN-000496,CUST-06425,LT-103,1000000,10.97,84,2025-11-25,Active
LN-000497,CUST-06182,LT-102,1180000,14.05,12,2025-02-09,Fully Paid
LN-000498,CUST-09955,LT-102,1060000,15.69,60,2021-11-05,Active
LN-000499,CUST-05057,LT-102,830000,14.32,12,2025-02-02,Fully Paid
LN-000500,CUST-11270,LT-105,2930000,19.19,36,2024-02-24,Defaulted
LN-000501,CUST-09208,LT-105,1840000,15.57,48,2021-12-28,Fully Paid
LN-000502,CUST-03637,LT-102,410000,13.95,12,2021-10-07,Fully Paid
LN-000503,CUST-07069,LT-101,4140000,8.02,180,2024-09-16,Active
LN-000504,CUST-11212,LT-103,380000,10.69,60,2024-11-18,Active
LN-000505,CUST-13429,LT-102,440000,14.28,24,2021-10-10,Fully Paid
LN-000506,CUST-00080,LT-102,600000,14.16,12,2025-03-13,Fully Paid
LN-000507,CUST-11142,LT-102,460000,18.04,48,2025-05-21,Active
LN-000508,CUST-09259,LT-106,1070000,17.14,24,2024-03-29,Fully Paid
LN-000509,CUST-10384,LT-102,210000,15.84,60,2024-03-09,Active
LN-000510,CUST-05068,LT-102,760000,14.21,36,2023-01-01,Fully Paid
LN-000511,CUST-03447,LT-101,2340000,8.1,360,2022-10-17,Active
LN-000512,CUST-08488,LT-103,970000,10.22,120,2025-07-05,Active
LN-000513,CUST-06693,LT-101,2780000,8.95,240,2022-07-30,Active
LN-000514,CUST-08284,LT-103,940000,11.16,120,2022-03-10,Active
LN-000515,CUST-02602,LT-101,3690000,8.36,180,2021-09-09,Active
LN-000516,CUST-14399,LT-105,2680000,15.49,60,2025-12-04,Active
LN-000517,CUST-11179,LT-101,1660000,9.49,180,2022-10-11,Active
LN-000518,CUST-12180,LT-105,3820000,14.74,60,2024-02-19,Active
LN-000519,CUST-05833,LT-103,1520000,11.96,48,2025-01-25,Active
LN-000520,CUST-14835,LT-105,4320000,17.44,36,2023-12-17,Defaulted
LN-000521,CUST-11941,LT-102,630000,13.97,24,2024-05-24,Fully Paid
LN-000522,CUST-00269,LT-101,5690000,8.91,360,2025-02-22,Active
LN-000523,CUST-08674,LT-101,3610000,12.18,180,2023-07-11,Active
LN-000524,CUST-05358,LT-102,300000,13.2,60,2025-12-06,Active
LN-000525,CUST-05496,LT-105,3330000,16.46,120,2022-04-12,Active
LN-000526,CUST-09491,LT-104,1230000,10.52,48,2023-08-27,Active
LN-000527,CUST-02962,LT-103,1340000,12.02,84,2022-03-15,Active
LN-000528,CUST-05476,LT-102,770000,16.16,36,2022-10-05,Fully Paid
LN-000529,CUST-12897,LT-102,760000,13.89,48,2021-10-21,Fully Paid
LN-000530,CUST-10375,LT-103,630000,10.94,48,2023-12-12,Active
LN-000531,CUST-06999,LT-103,820000,10.56,120,2024-08-02,Active
LN-000532,CUST-02707,LT-102,720000,13.12,24,2022-04-18,Fully Paid
LN-000533,CUST-09354,LT-104,750000,10.77,60,2022-09-05,Active
LN-000534,CUST-07811,LT-102,990000,14.16,36,2021-06-21,Fully Paid
LN-000535,CUST-12989,LT-102,670000,15.89,60,2024-11-26,Active
LN-000536,CUST-03021,LT-103,760000,10.17,84,2024-11-12,Active
LN-000537,CUST-06177,LT-104,760000,11.74,60,2025-10-19,Active
LN-000538,CUST-06232,LT-103,600000,12.12,36,2024-02-10,Active
LN-000539,CUST-09267,LT-105,1700000,16.82,48,2023-07-27,Active
LN-000540,CUST-12301,LT-105,2610000,16.49,60,2023-01-27,Active
LN-000541,CUST-13931,LT-104,1080000,14.93,36,2024-08-24,Active
LN-000542,CUST-02398,LT-102,790000,13.95,60,2022-09-26,Active
LN-000543,CUST-03453,LT-103,1700000,9.97,60,2025-07-23,Active
LN-000544,CUST-13226,LT-102,250000,14.21,12,2024-12-21,Fully Paid
LN-000545,CUST-14961,LT-101,3090000,8.96,240,2023-02-22,Active
LN-000546,CUST-12748,LT-103,1240000,10.02,60,2023-12-02,Active
LN-000547,CUST-02339,LT-105,1870000,16.22,60,2025-04-16,Active
LN-000548,CUST-05365,LT-102,400000,13.33,48,2022-03-03,Fully Paid
LN-000549,CUST-07339,LT-101,3060000,10.59,360,2021-09-20,Active
LN-000550,CUST-12033,LT-102,210000,15.85,36,2024-05-20,Active
LN-000551,CUST-13347,LT-101,2090000,9.03,120,2022-05-27,Defaulted
LN-000552,CUST-02603,LT-103,640000,9.91,60,2025-01-01,Active
LN-000553,CUST-07993,LT-103,1120000,9.17,120,2022-04-04,Active
LN-000554,CUST-04015,LT-103,740000,11.81,120,2023-12-05,Active
LN-000555,CUST-10355,LT-102,490000,13.99,36,2023-11-01,Active
LN-000556,CUST-04984,LT-102,620000,13.69,12,2024-10-26,Fully Paid
LN-000557,CUST-11762,LT-101,2450000,8.63,180,2022-06-06,Active
LN-000558,CUST-13565,LT-105,3330000,15.87,36,2024-05-26,Active
LN-000559,CUST-14451,LT-102,610000,14.05,24,2023-01-07,Fully Paid
LN-000560,CUST-06765,LT-103,1690000,9.36,36,2023-06-17,Fully Paid
LN-000561,CUST-08853,LT-102,900000,14.62,36,2023-06-23,Fully Paid
LN-000562,CUST-13436,LT-103,610000,9.18,60,2022-05-17,Active
LN-000563,CUST-11758,LT-106,1340000,18.14,24,2025-07-13,Active
LN-000564,CUST-09925,LT-103,300000,9.46,60,2023-06-17,Active
LN-000565,CUST-11659,LT-102,850000,15.34,48,2023-12-13,Active
LN-000566,CUST-02714,LT-103,420000,11.6,48,2023-01-20,Active
LN-000567,CUST-07760,LT-101,4380000,9.69,240,2024-03-16,Active
LN-000568,CUST-00899,LT-105,2530000,15.4,120,2025-03-18,Active
LN-000569,CUST-11922,LT-101,3250000,8.52,120,2023-06-19,Active
LN-000570,CUST-11175,LT-102,560000,13.82,12,2025-10-03,Active
LN-000571,CUST-04432,LT-102,950000,15.18,36,2023-07-07,Active
LN-000572,CUST-07660,LT-105,3460000,14.76,36,2023-04-10,Fully Paid
LN-000573,CUST-02898,LT-106,390000,17.9,36,2023-10-18,Active
LN-000574,CUST-03153,LT-101,3720000,8.66,360,2025-07-03,Active
LN-000575,CUST-12796,LT-101,4220000,10.34,240,2021-06-14,Active
LN-000576,CUST-11010,LT-104,680000,11.44,84,2022-06-11,Active
LN-000577,CUST-11141,LT-102,650000,15.22,12,2022-03-19,Fully Paid
LN-000578,CUST-03948,LT-103,680000,10.81,60,2024-12-31,Active
LN-000579,CUST-04151,LT-102,120000,13.5,60,2022-01-12,Active
LN-000580,CUST-10454,LT-102,950000,15.31,24,2025-03-08,Active
LN-000581,CUST-04120,LT-101,4280000,9.06,240,2022-03-03,Active
LN-000582,CUST-14340,LT-103,320000,10.25,84,2021-12-14,Active
LN-000583,CUST-14382,LT-102,450000,15.42,36,2024-01-22,Active
LN-000584,CUST-07053,LT-103,1570000,13.51,60,2024-10-06,Active
LN-000585,CUST-06819,LT-103,400000,14.32,60,2024-10-08,Defaulted
LN-000586,CUST-06517,LT-101,1760000,8.61,240,2022-09-08,Active
LN-000587,CUST-01727,LT-101,3910000,10.6,240,2024-10-17,Active
LN-000588,CUST-00754,LT-101,3340000,8.27,120,2023-05-15,Active
LN-000589,CUST-05791,LT-102,1060000,14.02,60,2024-07-01,Active
LN-000590,CUST-01641,LT-101,1520000,9.04,240,2024-08-14,Active
LN-000591,CUST-04887,LT-101,5360000,9.2,120,2023-02-09,Active
LN-000592,CUST-09823,LT-103,1070000,9.18,84,2021-11-10,Active
LN-000593,CUST-11942,LT-103,1490000,9.35,120,2021-07-23,Active
LN-000594,CUST-12184,LT-103,1990000,10.22,120,2021-09-19,Active
LN-000595,CUST-06330,LT-101,3050000,9.04,120,2023-03-22,Active
LN-000596,CUST-01425,LT-103,1780000,9.97,84,2025-01-31,Active
LN-000597,CUST-08960,LT-102,390000,14.87,36,2023-06-12,Fully Paid
LN-000598,CUST-00790,LT-101,5350000,8.1,240,2025-03-09,Active
LN-000599,CUST-06201,LT-106,590000,17.18,24,2021-11-30,Defaulted
LN-000600,CUST-14256,LT-103,520000,10.66,60,2023-01-24,Active
LN-000601,CUST-08409,LT-101,5230000,8.96,180,2023-09-12,Active
LN-000602,CUST-06486,LT-102,550000,13.66,60,2023-11-25,Active
LN-000603,CUST-02766,LT-105,1850000,15.05,60,2022-01-31,Active
LN-000604,CUST-08228,LT-101,5610000,10.54,120,2023-12-25,Active
LN-000605,CUST-13333,LT-101,6660000,9.03,360,2023-11-24,Active
LN-000606,CUST-08994,LT-104,1220000,11.39,120,2021-07-31,Active
LN-000607,CUST-06327,LT-103,410000,9.9,84,2024-09-15,Active
LN-000608,CUST-12415,LT-102,1100000,14.83,24,2022-05-18,Fully Paid
LN-000609,CUST-12105,LT-103,1540000,11.77,60,2023-07-18,Active
LN-000610,CUST-12226,LT-103,1740000,10.79,60,2024-09-17,Active
LN-000611,CUST-08519,LT-105,3470000,15.18,120,2025-07-19,Defaulted
LN-000612,CUST-11394,LT-104,1370000,11.62,84,2022-03-07,Active
LN-000613,CUST-08549,LT-101,6910000,8.32,120,2025-03-09,Active
LN-000614,CUST-07715,LT-103,1090000,10.37,60,2021-07-13,Active
LN-000615,CUST-10094,LT-103,1920000,11.25,48,2021-06-23,Fully Paid
LN-000616,CUST-02776,LT-104,1500000,9.94,48,2022-03-09,Fully Paid
LN-000617,CUST-04454,LT-105,1350000,15.66,120,2024-09-13,Active
LN-000618,CUST-04106,LT-101,2070000,9.0,360,2025-10-17,Active
LN-000619,CUST-09898,LT-101,6320000,10.91,240,2024-07-26,Active
LN-000620,CUST-14650,LT-101,4030000,10.42,360,2024-08-05,Active
LN-000621,CUST-04175,LT-103,990000,11.2,60,2025-07-09,Active
LN-000622,CUST-14574,LT-105,2990000,15.23,84,2021-06-06,Active
LN-000623,CUST-00312,LT-103,510000,14.29,120,2025-04-11,Active
LN-000624,CUST-12353,LT-103,400000,11.38,36,2025-11-17,Active
LN-000625,CUST-04028,LT-104,2030000,11.72,60,2022-08-01,Active
LN-000626,CUST-11145,LT-106,1070000,17.18,24,2024-12-11,Active
LN-000627,CUST-13047,LT-105,2820000,15.65,36,2025-09-08,Active
LN-000628,CUST-12440,LT-103,810000,10.78,84,2023-10-01,Active
LN-000629,CUST-10650,LT-106,2210000,21.09,36,2021-08-23,Fully Paid
LN-000630,CUST-11073,LT-103,850000,10.24,36,2022-05-20,Fully Paid
LN-000631,CUST-14895,LT-103,980000,9.32,120,2021-09-19,Active
LN-000632,CUST-10203,LT-101,5050000,8.71,240,2023-03-14,Active
LN-000633,CUST-05902,LT-101,6250000,13.15,360,2024-07-25,Defaulted
LN-000634,CUST-01367,LT-103,550000,13.92,60,2025-12-01,Active
LN-000635,CUST-08522,LT-103,1410000,11.9,60,2023-04-29,Active
LN-000636,CUST-07000,LT-101,3420000,9.54,120,2024-12-16,Active
LN-000637,CUST-10185,LT-104,1010000,10.93,60,2021-12-17,Active
LN-000638,CUST-11589,LT-105,3010000,15.54,36,2022-09-01,Fully Paid
LN-000639,CUST-05309,LT-105,540000,17.19,36,2022-12-17,Fully Paid
LN-000640,CUST-06834,LT-102,170000,14.17,12,2021-09-30,Fully Paid
LN-000641,CUST-13108,LT-102,660000,15.5,48,2024-12-30,Active
LN-000642,CUST-01421,LT-104,810000,11.71,48,2024-05-02,Active
LN-000643,CUST-03761,LT-103,1950000,10.76,84,2021-09-05,Active
LN-000644,CUST-10932,LT-101,5890000,9.34,240,2025-04-11,Active
LN-000645,CUST-04911,LT-102,940000,14.3,48,2023-09-06,Active
LN-000646,CUST-04475,LT-104,790000,11.14,36,2024-12-20,Active
LN-000647,CUST-00771,LT-103,880000,9.26,48,2022-01-03,Fully Paid
LN-000648,CUST-13928,LT-101,1710000,9.61,240,2025-02-04,Active
LN-000649,CUST-09199,LT-101,5860000,12.86,240,2025-02-27,Active
LN-000650,CUST-08852,LT-101,2440000,8.54,360,2022-01-25,Active
LN-000651,CUST-03734,LT-103,1680000,9.5,48,2024-12-18,Active
LN-000652,CUST-11394,LT-101,3630000,8.91,120,2024-10-23,Active
LN-000653,CUST-10745,LT-101,2260000,12.26,240,2024-07-28,Defaulted
LN-000654,CUST-03856,LT-101,1800000,10.55,240,2024-09-28,Active
LN-000655,CUST-14235,LT-102,960000,15.97,36,2022-12-22,Fully Paid
LN-000656,CUST-01663,LT-102,630000,13.45,48,2022-03-28,Fully Paid
LN-000657,CUST-08921,LT-104,760000,10.9,36,2023-02-18,Fully Paid
LN-000658,CUST-04057,LT-102,500000,14.28,12,2022-09-16,Fully Paid
LN-000659,CUST-08921,LT-104,540000,10.92,120,2023-07-27,Active
LN-000660,CUST-00454,LT-101,2630000,8.22,240,2025-04-21,Active
LN-000661,CUST-01988,LT-102,510000,13.18,48,2023-01-20,Active
LN-000662,CUST-06473,LT-102,740000,13.94,24,2024-04-13,Fully Paid
LN-000663,CUST-09492,LT-101,3190000,8.23,360,2021-07-06,Active
LN-000664,CUST-12144,LT-106,1080000,16.4,18,2021-11-16,Fully Paid
LN-000665,CUST-03124,LT-105,3650000,15.44,120,2024-10-03,Active
LN-000666,CUST-04389,LT-103,2630000,14.09,84,2024-03-19,Active
LN-000667,CUST-07683,LT-101,5570000,10.44,180,2024-02-16,Active
LN-000668,CUST-06895,LT-101,5520000,9.05,180,2025-07-21,Active
LN-000669,CUST-09595,LT-105,1550000,14.78,60,2022-11-10,Active
LN-000670,CUST-01117,LT-101,3510000,9.79,240,2021-06-04,Active
LN-000671,CUST-13181,LT-102,200000,13.43,60,2021-12-18,Active
LN-000672,CUST-02216,LT-102,460000,14.13,48,2023-12-20,Active
LN-000673,CUST-10575,LT-101,2140000,8.95,120,2024-10-10,Active
LN-000674,CUST-13641,LT-103,1200000,9.91,48,2025-03-13,Active
LN-000675,CUST-12944,LT-103,1120000,9.38,84,2024-10-20,Active
LN-000676,CUST-03334,LT-105,3810000,15.73,120,2022-08-04,Active
LN-000677,CUST-08094,LT-101,2770000,9.04,240,2024-05-23,Active
LN-000678,CUST-08091,LT-102,520000,14.62,60,2023-06-19,Active
LN-000679,CUST-09871,LT-102,460000,16.04,60,2023-09-29,Active
LN-000680,CUST-12863,LT-102,930000,13.73,24,2022-12-28,Fully Paid
LN-000681,CUST-04059,LT-106,340000,16.97,24,2024-07-15,Active
LN-000682,CUST-10349,LT-103,570000,10.68,120,2024-04-22,Active
LN-000683,CUST-09993,LT-102,290000,14.19,12,2025-11-23,Active
LN-000684,CUST-09029,LT-101,2110000,7.99,240,2025-05-26,Active
LN-000685,CUST-13223,LT-103,750000,10.62,60,2023-09-22,Active
LN-000686,CUST-00039,LT-102,280000,14.56,24,2025-02-03,Active
LN-000687,CUST-01492,LT-102,230000,16.07,36,2022-07-06,Defaulted
LN-000688,CUST-12713,LT-105,2970000,16.2,120,2025-09-22,Active
LN-000689,CUST-11034,LT-102,920000,13.42,24,2024-08-01,Active
LN-000690,CUST-14364,LT-101,2950000,8.03,180,2025-10-05,Active
LN-000691,CUST-02585,LT-101,4530000,8.59,120,2021-11-13,Active
LN-000692,CUST-02621,LT-105,2160000,15.8,84,2022-08-28,Active
LN-000693,CUST-13104,LT-106,390000,18.72,18,2025-11-17,Active
LN-000694,CUST-00456,LT-103,1240000,11.68,48,2022-10-03,Active
LN-000695,CUST-01258,LT-103,1580000,11.24,36,2022-03-05,Defaulted
LN-000696,CUST-06317,LT-102,210000,15.84,24,2024-06-10,Fully Paid
LN-000697,CUST-03524,LT-105,2330000,16.53,84,2021-09-11,Active
LN-000698,CUST-01570,LT-102,850000,13.7,12,2025-02-09,Fully Paid
LN-000699,CUST-08212,LT-101,7430000,10.2,180,2024-11-28,Active
LN-000700,CUST-12524,LT-101,2290000,8.53,120,2024-12-09,Active
LN-000701,CUST-06014,LT-104,390000,10.94,60,2022-08-06,Active
LN-000702,CUST-02956,LT-102,660000,13.71,60,2023-06-01,Active
LN-000703,CUST-00510,LT-106,1670000,17.95,36,2022-01-05,Fully Paid
LN-000704,CUST-00097,LT-102,230000,14.18,12,2021-07-13,Fully Paid
LN-000705,CUST-10276,LT-105,3180000,14.67,84,2025-02-22,Active
LN-000706,CUST-02512,LT-102,460000,15.27,24,2024-01-22,Fully Paid
LN-000707,CUST-03940,LT-103,1590000,9.12,36,2023-07-31,Active
LN-000708,CUST-09502,LT-101,3560000,8.22,240,2024-09-12,Active
